Unnamed: 0,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,Processed Review,Hybrid Category,KMeans Cluster,Keyword_Category,Semantic_Category
86,850,39,Neutral blue,"I tried this on from the sale section, and they only had a 2 (i usually do 0), and surprisingly, that size was the right fit. it is fitted, with just enough room to eat :-) 
te blue is a light blue, almost neutral, with the white embroidery, i think it looked stylish, and decided to keep it. the peplum part hit just in the right spot, i am short (petite) but my torso is normal size...",4,1,0,General Petite,Tops,Blouses,"['tri', 'sale', 'section', 'usual', 'surprisingli', 'size', 'right', 'fit', 'fit', 'enough', 'room', 'eat', 'te', 'blue', 'light', 'blue', 'almost', 'neutral', 'white', 'embroideri', 'think', 'look', 'stylish', 'decid', 'keep', 'peplum', 'part', 'hit', 'right', 'spot', 'short', 'petit', 'torso', 'normal', 'size']",Fit and Sizing,Cluster 4,Fit and Sizing,Style and Aesthetics
87,1081,39,True to size to large,"I debated n that as i think it looks loose on the model, but if i was to tighten it, it looks a lot more flattering... i tried on the xs in the store (i usually do that to decide if i need petite), and it looked huge, when we pinched the back to see if xxs would work, it was a lot of fabric, and looser didn't look as good on me... but i like the dress overall, so still recommend. and for those who like the looser look, this is great. i would, however, order eptite for 5'1.5"". (115 lbs, 03 dd che",4,1,9,General Petite,Dresses,Dresses,"['debat', 'n', 'think', 'look', 'loos', 'model', 'tighten', 'look', 'lot', 'flatter', 'tri', 'xs', 'store', 'usual', 'decid', 'need', 'petit', 'look', 'huge', 'pinch', 'back', 'see', 'xx', 'would', 'work', 'lot', 'fabric', 'looser', 'didnt', 'look', 'good', 'like', 'dress', 'overal', 'still', 'recommend', 'like', 'looser', 'look', 'great', 'would', 'howev', 'order', 'eptit', 'lb', 'dd', 'che']",Style and Aesthetics,Cluster 3,Style and Aesthetics,Fit and Sizing
88,845,38,Huge,"Really cute piece, but it's huge. i ordered an xxs petite and it was unfortunately extremely wide and not flattering. returning.",2,0,4,General Petite,Tops,Blouses,"['realli', 'cute', 'piec', 'huge', 'order', 'xx', 'petit', 'unfortun', 'extrem', 'wide', 'flatter', 'return']",Style and Aesthetics,Cluster 3,Style and Aesthetics,Style and Aesthetics
89,836,24,"Pretty, but not for me...","I bought this top online in the burnt orange color and was so excited to get it. when i tried it on, the fit was fine but it just lacked...something. the back was a little bit too long, the front was a little bit too short and it lacked the overall tailored look that i was after. gorgeous fabric and top, but not for me. i wanted something more for $150! bought the velvet tunic instead ;)",4,1,3,General,Tops,Blouses,"['bought', 'top', 'onlin', 'burnt', 'orang', 'color', 'excit', 'get', 'tri', 'fit', 'fine', 'lackedsometh', 'back', 'littl', 'bit', 'long', 'front', 'littl', 'bit', 'short', 'lack', 'overal', 'tailor', 'look', 'gorgeou', 'fabric', 'top', 'want', 'someth', 'bought', 'velvet', 'tunic', 'instead']",Style and Aesthetics,Cluster 6,Fit and Sizing,Style and Aesthetics
90,1078,51,Sweet flattering dress,"I love cute summer dresses and this one, especially because it is made out of linen, is unique. it is very well-made with a design that is quite flattering. i am 5 foot 6 and a little curvy with a 38 c bust and i got a size 10. it fits well although it is difficult to zip up because the material has no give. the perfect dress to wear to italy or france! now i just have to book my tickets!",4,1,0,General Petite,Dresses,Dresses,"['love', 'cute', 'summer', 'dress', 'one', 'especi', 'made', 'linen', 'uniqu', 'wellmad', 'design', 'quit', 'flatter', 'foot', 'littl', 'curvi', 'c', 'bust', 'got', 'size', 'fit', 'well', 'although', 'difficult', 'zip', 'materi', 'give', 'perfect', 'dress', 'wear', 'itali', 'franc', 'book', 'ticket']",Style and Aesthetics,Cluster 1,Style and Aesthetics,Style and Aesthetics
91,850,29,,"This top is so much prettier in real life than it is on the model. the pattern and texture are both lovely, and the peplum is surprisingly flattering. it is definitely on the short side, but i think that gives it a modern look. the fabric does not stretch at all, but i still think it fits tts. if you have a very large chest you may want to go up a size, but otherwise i would order your normal size.",5,1,5,General Petite,Tops,Blouses,"['top', 'much', 'prettier', 'real', 'life', 'model', 'pattern', 'textur', 'love', 'peplum', 'surprisingli', 'flatter', 'definit', 'short', 'side', 'think', 'give', 'modern', 'look', 'fabric', 'stretch', 'still', 'think', 'fit', 'tt', 'larg', 'chest', 'may', 'want', 'go', 'size', 'otherwis', 'would', 'order', 'normal', 'size']",Style and Aesthetics,Cluster 3,Style and Aesthetics,Style and Aesthetics
94,850,23,"Beautifully made, but not versatile","This shirt caught my eye because of how beautiful it was. i love the shape, design, and and the color. it's perfect for spring and summer with some white pants. unfortunately, i don't see any possibilities for this shirt to be worn any other way. so far, it doesn't work with any of my jeans, skirts, or shorts. i usually prefer items with more versatility for outfits, so i'm still on the fence if i'm going to keep it or not. with that aside, it seriously is a great quality shirt with a beautiful",4,1,3,General Petite,Tops,Blouses,"['shirt', 'caught', 'eye', 'beauti', 'love', 'shape', 'design', 'color', 'perfect', 'spring', 'summer', 'white', 'pant', 'unfortun', 'dont', 'see', 'possibl', 'shirt', 'worn', 'way', 'far', 'doesnt', 'work', 'jean', 'skirt', 'short', 'usual', 'prefer', 'item', 'versatil', 'outfit', 'im', 'still', 'fenc', 'im', 'go', 'keep', 'asid', 'serious', 'great', 'qualiti', 'shirt', 'beauti']",Style and Aesthetics,Cluster 2,Style and Aesthetics,Style and Aesthetics
95,863,83,Casual elegance!,"Purchased this top online, and when i received it was very pleased.
it has and elegant cut and yet is a casual fabric.
love that the sleeves run longer......ads to the overall look.
also loved the v neckline.........enhances the feel of the overall style.
with various necklaces this top has limitless options!
the color states moss....which i usually think of as greenish brown......i found it to be more of a taupe.
would have liked it to have a green tones, however it is still a fantastic f",5,1,14,General,Tops,Knits,"['purchas', 'top', 'onlin', 'receiv', 'pleas', 'eleg', 'cut', 'yet', 'casual', 'fabric', 'love', 'sleev', 'run', 'longerad', 'overal', 'look', 'also', 'love', 'v', 'necklineenh', 'feel', 'overal', 'style', 'variou', 'necklac', 'top', 'limitless', 'option', 'color', 'state', 'mosswhich', 'usual', 'think', 'greenish', 'browni', 'found', 'taup', 'would', 'like', 'green', 'tone', 'howev', 'still', 'fantast', 'f']",Style and Aesthetics,Cluster 6,Style and Aesthetics,Style and Aesthetics
96,845,44,,"I usually wear a medium and bought a small. it fit ok, but had no shape and was not flattering. i love baby doll dresses and tops, but this was a tent. my daughter saw me try it on and said ""that's a piece of tablecloth."" it's going back.",1,0,0,General Petite,Tops,Blouses,"['usual', 'wear', 'medium', 'bought', 'small', 'fit', 'ok', 'shape', 'flatter', 'love', 'babi', 'doll', 'dress', 'top', 'tent', 'daughter', 'saw', 'tri', 'said', 'that', 'piec', 'tablecloth', 'go', 'back']",Fit and Sizing,Cluster 4,Fit and Sizing,Fit and Sizing
97,861,44,Huge,"I was very excited to order this top in red xs. so cute, but it was huge, shapeless and support thin! it had to go back. i should've looked at other reviews.",1,0,0,General Petite,Tops,Knits,"['excit', 'order', 'top', 'red', 'xs', 'cute', 'huge', 'shapeless', 'support', 'thin', 'go', 'back', 'shouldv', 'look', 'review']",Style and Aesthetics,Cluster 6,Style and Aesthetics,Style and Aesthetics
99,861,33,Pernette henley,"I am in need of easy comfortable tops for everyday wear. i bought this top mostly because of the cute buttons. when i received it, it looked exactly as it does in the picture online, however, the buttons kept slipping out of their homes because the holes were slightly too big. the shirt fit but was just a tad snug near the upper arms, which would stretch and loosen up throughout the day. it's definitely a comfortable shirt, but it felt more like a pajama top. it's going back.",3,0,17,General Petite,Tops,Knits,"['need', 'easi', 'comfort', 'top', 'everyday', 'wear', 'bought', 'top', 'mostli', 'cute', 'button', 'receiv', 'look', 'exactli', 'pictur', 'onlin', 'howev', 'button', 'kept', 'slip', 'home', 'hole', 'slightli', 'big', 'shirt', 'fit', 'tad', 'snug', 'near', 'upper', 'arm', 'would', 'stretch', 'loosen', 'throughout', 'day', 'definit', 'comfort', 'shirt', 'felt', 'like', 'pajama', 'top', 'go', 'back']",Comfort and Wearability,Cluster 2,Fit and Sizing,Comfort and Wearability
